cve_ent	cve_mun	munid	municipio	estado	nombre
30	208	1081	Carlos A. Carrillo	Veracruz	Carlos A. Carrillo (Veracruz de Ignacio de la Llave)
31	98	1082	Tzucacab	Yucatán	Tzucacab (Yucatán)
8	50	1083	Nuevo Casas Grandes	Chihuahua	Nuevo Casas Grandes (Chihuahua)
7	7	1084	Amatenango del Valle	Chiapas	Amatenango del Valle (Chiapas)
21	173	1085	Teteles de Avila Castillo	Puebla	Teteles de Avila Castillo (Puebla)
21	195	1086	Vicente Guerrero	Puebla	Vicente Guerrero (Puebla)
15	16	1087	Axapusco	México	Axapusco (México)
21	84	1088	Ixtepec	Puebla	Ixtepec (Puebla)
7	74	1089	Reforma	Chiapas	Reforma (Chiapas)
22	1	1090	Amealco de Bonfil	Querétaro	Amealco de Bonfil (Querétaro)
7	64	1091	Oxchuc	Chiapas	Oxchuc (Chiapas)
31	76	1092	Tecoh	Yucatán	Tecoh (Yucatán)
20	408	1093	Santa María del Rosario	Oaxaca	Santa María del Rosario (Oaxaca)
28	32	1094	Reynosa	Tamaulipas	Reynosa (Tamaulipas)
16	34	1095	Hidalgo	Michoacán	Hidalgo (Michoacán de Ocampo)
21	98	1096	Molcaxac	Puebla	Molcaxac (Puebla)
20	309	1097	San Pedro Ixcatlán	Oaxaca	San Pedro Ixcatlán (Oaxaca)
20	291	1098	San Pablo Coatlán	Oaxaca	San Pablo Coatlán (Oaxaca)
30	5	1099	Acula	Veracruz	Acula (Veracruz de Ignacio de la Llave)
20	360	1100	Santa Ana Zegache	Oaxaca	Santa Ana Zegache (Oaxaca)
8	22	1101	Dr. Belisario Domínguez	Chihuahua	Dr. Belisario Domínguez (Chihuahua)
7	112	1102	San Juan Cancuc	Chiapas	San Juan Cancuc (Chiapas)
20	99	1103	San Andrés Tepetlapa	Oaxaca	San Andrés Tepetlapa (Oaxaca)
9	14	1104	Benito Juárez	Distrito Federal	Benito Juárez (Distrito Federal)
29	45	1105	Benito Juárez	Tlaxcala	Benito Juárez (Tlaxcala)
13	27	1106	Huehuetla	Hidalgo	Huehuetla (Hidalgo)
20	345	1107	San Sebastián Ixcapa	Oaxaca	San Sebastián Ixcapa (Oaxaca)
21	127	1108	San Jerónimo Xayacatlán	Puebla	San Jerónimo Xayacatlán (Puebla)
12	17	1109	Cocula	Guerrero	Cocula (Guerrero)
21	86	1110	Jalpan	Puebla	Jalpan (Puebla)
21	12	1111	Aljojuca	Puebla	Aljojuca (Puebla)
20	393	1112	Santa Lucía Ocotlán	Oaxaca	Santa Lucía Ocotlán (Oaxaca)
32	57	1113	Trancoso	Zacatecas	Trancoso (Zacatecas)
30	116	1114	Oluta	Veracruz	Oluta (Veracruz de Ignacio de la Llave)
13	67	1115	Tezontepec de Aldama	Hidalgo	Tezontepec de Aldama (Hidalgo)
19	29	1116	Hualahuises	Nuevo León	Hualahuises (Nuevo León)
17	21	1117	Tetecala	Morelos	Tetecala (Morelos)
26	45	1118	Opodepe	Sonora	Opodepe (Sonora)
14	15	1119	Autlán de Navarro	Jalisco	Autlán de Navarro (Jalisco)
20	404	1120	Santa María Chachoápam	Oaxaca	Santa María Chachoápam (Oaxaca)
14	94	1121	Tequila	Jalisco	Tequila (Jalisco)
20	483	1122	Santiago Suchilquitongo	Oaxaca	Santiago Suchilquitongo (Oaxaca)
20	471	1123	Santiago Lalopa	Oaxaca	Santiago Lalopa (Oaxaca)
7	77	1124	Salto de Agua	Chiapas	Salto de Agua (Chiapas)
16	81	1125	Susupuato	Michoacán	Susupuato (Michoacán de Ocampo)
29	4	1126	Atltzayanca	Tlaxcala	Atltzayanca (Tlaxcala)
7	24	1127	Chanal	Chiapas	Chanal (Chiapas)
31	12	1128	Cenotillo	Yucatán	Cenotillo (Yucatán)
20	543	1129	Tataltepec de Valdés	Oaxaca	Tataltepec de Valdés (Oaxaca)
31	86	1130	Tepakán	Yucatán	Tepakán (Yucatán)
14	42	1131	Huejuquilla el Alto	Jalisco	Huejuquilla el Alto (Jalisco)
5	11	1132	General Cepeda	Coahuila	General Cepeda (Coahuila de Zaragoza)
30	158	1133	Tecolutla	Veracruz	Tecolutla (Veracruz de Ignacio de la Llave)
20	17	1134	La Compañía	Oaxaca	La Compañía (Oaxaca)
30	185	1135	Tlilapan	Veracruz	Tlilapan (Veracruz de Ignacio de la Llave)
20	110	1136	San Antonio Sinicahua	Oaxaca	San Antonio Sinicahua (Oaxaca)
26	4	1137	Altar	Sonora	Altar (Sonora)
20	532	1138	Santo Tomás Ocotepec	Oaxaca	Santo Tomás Ocotepec (Oaxaca)
27	2	1139	Cárdenas	Tabasco	Cárdenas (Tabasco)
30	162	1140	Tenampa	Veracruz	Tenampa (Veracruz de Ignacio de la Llave)
28	28	1141	Nuevo Morelos	Tamaulipas	Nuevo Morelos (Tamaulipas)
8	38	1142	Julimes	Chihuahua	Julimes (Chihuahua)
20	255	1143	San Mateo Sindihui	Oaxaca	San Mateo Sindihui (Oaxaca)
14	79	1144	Gómez Farías	Jalisco	Gómez Farías (Jalisco)
20	530	1145	Santo Tomás Jalieza	Oaxaca	Santo Tomás Jalieza (Oaxaca)
13	68	1146	Tianguistengo	Hidalgo	Tianguistengo (Hidalgo)
20	274	1147	San Miguel Piedras	Oaxaca	San Miguel Piedras (Oaxaca)
21	188	1148	Tochimilco	Puebla	Tochimilco (Puebla)
29	28	1149	Teolocholco	Tlaxcala	Teolocholco (Tlaxcala)
13	48	1150	Pachuca de Soto	Hidalgo	Pachuca de Soto (Hidalgo)
17	25	1151	Tlaquiltenango	Morelos	Tlaquiltenango (Morelos)
20	293	1152	San Pablo Etla	Oaxaca	San Pablo Etla (Oaxaca)
30	151	1153	Tamiahua	Veracruz	Tamiahua (Veracruz de Ignacio de la Llave)
16	29	1154	Churumuco	Michoacán	Churumuco (Michoacán de Ocampo)
14	76	1155	San Martín de Bolaños	Jalisco	San Martín de Bolaños (Jalisco)
20	562	1156	Magdalena Yodocono de Porfirio Díaz	Oaxaca	Magdalena Yodocono de Porfirio Díaz (Oaxaca)
7	88	1157	Sunuapa	Chiapas	Sunuapa (Chiapas)
30	66	1158	Espinal	Veracruz	Espinal (Veracruz de Ignacio de la Llave)
20	349	1159	San Sebastián Teitipac	Oaxaca	San Sebastián Teitipac (Oaxaca)
15	43	1160	Xalatlaco	México	Xalatlaco (México)
20	73	1161	Putla Villa de Guerrero	Oaxaca	Putla Villa de Guerrero (Oaxaca)
30	23	1162	Atzalan	Veracruz	Atzalan (Veracruz de Ignacio de la Llave)
15	82	1163	Tejupilco	México	Tejupilco (México)
30	111	1164	Moloacán	Veracruz	Moloacán (Veracruz de Ignacio de la Llave)
21	191	1165	Tulcingo	Puebla	Tulcingo (Puebla)
26	28	1166	Granados	Sonora	Granados (Sonora)
30	126	1167	Paso de Ovejas	Veracruz	Paso de Ovejas (Veracruz de Ignacio de la Llave)
20	313	1168	San Pedro Jocotipac	Oaxaca	San Pedro Jocotipac (Oaxaca)
17	8	1169	Emiliano Zapata	Morelos	Emiliano Zapata (Morelos)
18	10	1170	Rosamorada	Nayarit	Rosamorada (Nayarit)
28	4	1171	Antiguo Morelos	Tamaulipas	Antiguo Morelos (Tamaulipas)
30	141	1172	San Andrés Tuxtla	Veracruz	San Andrés Tuxtla (Veracruz de Ignacio de la Llave)
30	125	1173	Paso del Macho	Veracruz	Paso del Macho (Veracruz de Ignacio de la Llave)
15	6	1174	Almoloya del Río	México	Almoloya del Río (México)
13	13	1175	Atotonilco de Tula	Hidalgo	Atotonilco de Tula (Hidalgo)
7	9	1176	Arriaga	Chiapas	Arriaga (Chiapas)
7	61	1177	Ocozocoautla de Espinosa	Chiapas	Ocozocoautla de Espinosa (Chiapas)
12	73	1178	Zirándaro	Guerrero	Zirándaro (Guerrero)
25	8	1179	Elota	Sinaloa	Elota (Sinaloa)
14	84	1180	Talpa de Allende	Jalisco	Talpa de Allende (Jalisco)
20	366	1181	Santa Catarina Loxicha	Oaxaca	Santa Catarina Loxicha (Oaxaca)
20	213	1182	San Juan Quiahije	Oaxaca	San Juan Quiahije (Oaxaca)
16	97	1183	Turicato	Michoacán	Turicato (Michoacán de Ocampo)
30	212	1184	Santiago Sochiapan	Veracruz	Santiago Sochiapan (Veracruz de Ignacio de la Llave)
20	318	1185	San Pedro Mixtepec -Dto. 22 -	Oaxaca	San Pedro Mixtepec -Dto. 22 - (Oaxaca)
2	3	1186	Tecate	Baja California	Tecate (Baja California)
24	57	1187	Matlapa	San Luis Potosí	Matlapa (San Luis Potosí)
20	216	1188	San Juan Tabaá	Oaxaca	San Juan Tabaá (Oaxaca)
7	52	1189	Las Margaritas	Chiapas	Las Margaritas (Chiapas)
20	495	1190	Santiago Xanica	Oaxaca	Santiago Xanica (Oaxaca)
15	70	1191	La Paz	México	La Paz (México)
20	519	1192	Santo Domingo Tomaltepec	Oaxaca	Santo Domingo Tomaltepec (Oaxaca)
20	518	1193	Santo Domingo Tlatayápam	Oaxaca	Santo Domingo Tlatayápam (Oaxaca)
8	2	1194	Aldama	Chihuahua	Aldama (Chihuahua)
20	394	1195	Santa María Alotepec	Oaxaca	Santa María Alotepec (Oaxaca)
14	98	1196	San Pedro Tlaquepaque	Jalisco	San Pedro Tlaquepaque (Jalisco)
10	14	1197	Mezquital	Durango	Mezquital (Durango)
20	436	1198	Santa María Texcatitlán	Oaxaca	Santa María Texcatitlán (Oaxaca)
30	71	1199	Huatusco	Veracruz	Huatusco (Veracruz de Ignacio de la Llave)
14	93	1200	Tepatitlán de Morelos	Jalisco	Tepatitlán de Morelos (Jalisco)
17	7	1201	Cuernavaca	Morelos	Cuernavaca (Morelos)
12	70	1202	Xochihuehuetlán	Guerrero	Xochihuehuetlán (Guerrero)
7	51	1203	Mapastepec	Chiapas	Mapastepec (Chiapas)
11	16	1204	Huanímaro	Guanajuato	Huanímaro (Guanajuato)
14	60	1205	Mexticacán	Jalisco	Mexticacán (Jalisco)
31	39	1206	Ixil	Yucatán	Ixil (Yucatán)
32	48	1207	Tlaltenango de Sánchez Román	Zacatecas	Tlaltenango de Sánchez Román (Zacatecas)
19	22	1208	General Terán	Nuevo León	General Terán (Nuevo León)
31	95	1209	Tixpéhual	Yucatán	Tixpéhual (Yucatán)
15	73	1210	San Antonio la Isla	México	San Antonio la Isla (México)
20	43	1211	Heroica Ciudad de Juchitán de Zaragoza	Oaxaca	Heroica Ciudad de Juchitán de Zaragoza (Oaxaca)
20	82	1212	San Agustín Chayuco	Oaxaca	San Agustín Chayuco (Oaxaca)
12	6	1213	Apaxtla	Guerrero	Apaxtla (Guerrero)
21	121	1214	San Diego la Mesa Tochimiltzingo	Puebla	San Diego la Mesa Tochimiltzingo (Puebla)
21	39	1215	Cuautempan	Puebla	Cuautempan (Puebla)
8	49	1216	Nonoava	Chihuahua	Nonoava (Chihuahua)
18	12	1217	San Blas	Nayarit	San Blas (Nayarit)
24	27	1218	San Ciro de Acosta	San Luis Potosí	San Ciro de Acosta (San Luis Potosí)
20	70	1219	Pinotepa de Don Luis	Oaxaca	Pinotepa de Don Luis (Oaxaca)
20	429	1220	Santa María Sola	Oaxaca	Santa María Sola (Oaxaca)
1	3	1221	Calvillo	Aguascalientes	Calvillo (Aguascalientes)
28	30	1222	Padilla	Tamaulipas	Padilla (Tamaulipas)
14	35	1223	Encarnación de Díaz	Jalisco	Encarnación de Díaz (Jalisco)
12	43	1224	Metlatónoc	Guerrero	Metlatónoc (Guerrero)
19	50	1225	Vallecillo	Nuevo León	Vallecillo (Nuevo León)
30	63	1226	Chontla	Veracruz	Chontla (Veracruz de Ignacio de la Llave)
20	6	1227	Asunción Nochixtlán	Oaxaca	Asunción Nochixtlán (Oaxaca)
32	13	1228	General Enrique Estrada	Zacatecas	General Enrique Estrada (Zacatecas)
16	89	1229	Tepalcatepec	Michoacán	Tepalcatepec (Michoacán de Ocampo)
21	95	1230	La Magdalena Tlatlauquitepec	Puebla	La Magdalena Tlatlauquitepec (Puebla)
7	108	1231	Villaflores	Chiapas	Villaflores (Chiapas)
10	11	1232	Indé	Durango	Indé (Durango)
14	117	1233	Cañadas de Obregón	Jalisco	Cañadas de Obregón (Jalisco)
25	7	1234	Choix	Sinaloa	Choix (Sinaloa)
20	447	1235	Santa María Zacatepec	Oaxaca	Santa María Zacatepec (Oaxaca)
21	144	1236	San Salvador Huixcolotla	Puebla	San Salvador Huixcolotla (Puebla)
9	11	1237	Tláhuac	Distrito Federal	Tláhuac (Distrito Federal)
30	167	1238	Tepetzintla	Veracruz	Tepetzintla (Veracruz de Ignacio de la Llave)
21	104	1239	Nopalucan	Puebla	Nopalucan (Puebla)
26	30	1240	Hermosillo	Sonora	Hermosillo (Sonora)
20	395	1241	Santa María Apazco	Oaxaca	Santa María Apazco (Oaxaca)
20	545	1242	Teotitlán de Flores Magón	Oaxaca	Teotitlán de Flores Magón (Oaxaca)
24	13	1243	Ciudad Valles	San Luis Potosí	Ciudad Valles (San Luis Potosí)
7	53	1244	Mazapa de Madero	Chiapas	Mazapa de Madero (Chiapas)
20	294	1245	San Pablo Huitzo	Oaxaca	San Pablo Huitzo (Oaxaca)
29	30	1246	Terrenate	Tlaxcala	Terrenate (Tlaxcala)
15	99	1247	Texcoco	México	Texcoco (México)
32	27	1248	Melchor Ocampo	Zacatecas	Melchor Ocampo (Zacatecas)
8	34	1249	Ignacio Zaragoza	Chihuahua	Ignacio Zaragoza (Chihuahua)
14	33	1250	Degollado	Jalisco	Degollado (Jalisco)
20	237	1251	San Marcos Arteaga	Oaxaca	San Marcos Arteaga (Oaxaca)
30	122	1252	Pajapan	Veracruz	Pajapan (Veracruz de Ignacio de la Llave)
16	22	1253	Charo	Michoacán	Charo (Michoacán de Ocampo)
31	10	1254	Cantamayec	Yucatán	Cantamayec (Yucatán)
20	534	1255	San Vicente Coatlán	Oaxaca	San Vicente Coatlán (Oaxaca)
13	57	1256	Singuilucan	Hidalgo	Singuilucan (Hidalgo)
15	110	1257	Valle de Bravo	México	Valle de Bravo (México)
20	433	1258	Santa María Temaxcaltepec	Oaxaca	Santa María Temaxcaltepec (Oaxaca)
22	13	1259	Peñamiller	Querétaro	Peñamiller (Querétaro)
5	14	1260	Jiménez	Coahuila	Jiménez (Coahuila de Zaragoza)
30	3	1261	Acayucan	Veracruz	Acayucan (Veracruz de Ignacio de la Llave)
31	104	1262	Yaxcabá	Yucatán	Yaxcabá (Yucatán)
20	396	1263	Santa María la Asunción	Oaxaca	Santa María la Asunción (Oaxaca)
24	48	1264	Villa de la Paz	San Luis Potosí	Villa de la Paz (San Luis Potosí)
21	10	1265	Ajalpan	Puebla	Ajalpan (Puebla)
20	203	1266	San Juan Lachigalla	Oaxaca	San Juan Lachigalla (Oaxaca)
20	273	1267	San Miguel Peras	Oaxaca	San Miguel Peras (Oaxaca)
16	50	1268	Maravatío	Michoacán	Maravatío (Michoacán de Ocampo)
15	17	1269	Ayapango	México	Ayapango (México)
20	300	1270	San Pedro Amuzgos	Oaxaca	San Pedro Amuzgos (Oaxaca)
25	9	1271	Escuinapa	Sinaloa	Escuinapa (Sinaloa)
30	205	1272	El Higo	Veracruz	El Higo (Veracruz de Ignacio de la Llave)
30	170	1273	Texcatepec	Veracruz	Texcatepec (Veracruz de Ignacio de la Llave)
7	8	1274	Angel Albino Corzo	Chiapas	Angel Albino Corzo (Chiapas)
20	444	1275	Santa María Yolotepec	Oaxaca	Santa María Yolotepec (Oaxaca)
21	60	1276	Domingo Arenas	Puebla	Domingo Arenas (Puebla)
24	31	1277	Santa Catarina	San Luis Potosí	Santa Catarina (San Luis Potosí)
21	93	1278	Lafragua	Puebla	Lafragua (Puebla)
30	105	1279	Medellín	Veracruz	Medellín (Veracruz de Ignacio de la Llave)
11	6	1280	Atarjea	Guanajuato	Atarjea (Guanajuato)
20	91	1281	San Andrés Huayápam	Oaxaca	San Andrés Huayápam (Oaxaca)
10	20	1282	Pánuco de Coronado	Durango	Pánuco de Coronado (Durango)
13	80	1283	Yahualica	Hidalgo	Yahualica (Hidalgo)
19	2	1284	Agualeguas	Nuevo León	Agualeguas (Nuevo León)
20	488	1285	Santiago Tepetlapa	Oaxaca	Santiago Tepetlapa (Oaxaca)
31	35	1286	Hoctún	Yucatán	Hoctún (Yucatán)
14	121	1287	Zapotiltic	Jalisco	Zapotiltic (Jalisco)
16	38	1288	Huetamo	Michoacán	Huetamo (Michoacán de Ocampo)
20	233	1289	San Lucas Quiaviní	Oaxaca	San Lucas Quiaviní (Oaxaca)
30	106	1290	Miahuatlán	Veracruz	Miahuatlán (Veracruz de Ignacio de la Llave)
7	25	1291	Chapultenango	Chiapas	Chapultenango (Chiapas)
12	16	1292	Coahuayutla de José María Izazaga	Guerrero	Coahuayutla de José María Izazaga (Guerrero)
11	43	1293	Victoria	Guanajuato	Victoria (Guanajuato)
31	93	1294	Tixkokob	Yucatán	Tixkokob (Yucatán)
31	60	1295	Quintana Roo	Yucatán	Quintana Roo (Yucatán)
20	288	1296	San Miguel Yotao	Oaxaca	San Miguel Yotao (Oaxaca)
14	39	1297	Guadalajara	Jalisco	Guadalajara (Jalisco)
24	44	1298	Vanegas	San Luis Potosí	Vanegas (San Luis Potosí)
21	206	1299	Zacapala	Puebla	Zacapala (Puebla)
20	452	1300	Santiago Apóstol	Oaxaca	Santiago Apóstol (Oaxaca)
14	95	1301	Teuchitlán	Jalisco	Teuchitlán (Jalisco)
20	413	1302	Santa María Huatulco	Oaxaca	Santa María Huatulco (Oaxaca)
20	16	1303	Coicoyán de las Flores	Oaxaca	Coicoyán de las Flores (Oaxaca)
21	117	1304	Rafael Lara Grajales	Puebla	Rafael Lara Grajales (Puebla)
21	179	1305	Tlachichuca	Puebla	Tlachichuca (Puebla)
21	35	1306	Coxcatlán	Puebla	Coxcatlán (Puebla)
17	9	1307	Huitzilac	Morelos	Huitzilac (Morelos)
18	15	1308	Santiago Ixcuintla	Nayarit	Santiago Ixcuintla (Nayarit)
7	92	1309	Tecpatán	Chiapas	Tecpatán (Chiapas)
7	21	1310	Copainalá	Chiapas	Copainalá (Chiapas)
14	104	1311	Totatiche	Jalisco	Totatiche (Jalisco)
19	38	1312	Montemorelos	Nuevo León	Montemorelos (Nuevo León)
10	18	1313	El Oro	Durango	El Oro (Durango)
21	33	1314	Cohuecan	Puebla	Cohuecan (Puebla)
32	44	1315	Tabasco	Zacatecas	Tabasco (Zacatecas)
26	65	1316	Tubutama	Sonora	Tubutama (Sonora)
16	2	1317	Aguililla	Michoacán	Aguililla (Michoacán de Ocampo)
30	59	1318	Chinameca	Veracruz	Chinameca (Veracruz de Ignacio de la Llave)
15	58	1319	Nezahualcóyotl	México	Nezahualcóyotl (México)
30	145	1320	Soconusco	Veracruz	Soconusco (Veracruz de Ignacio de la Llave)
2	5	1321	Playas de Rosarito	Baja California	Playas de Rosarito (Baja California)
30	132	1322	Las Vigas de Ramírez	Veracruz	Las Vigas de Ramírez (Veracruz de Ignacio de la Llave)
13	1	1323	Acatlán	Hidalgo	Acatlán (Hidalgo)
8	29	1324	Guadalupe y Calvo	Chihuahua	Guadalupe y Calvo (Chihuahua)
13	19	1325	Chilcuautla	Hidalgo	Chilcuautla (Hidalgo)
20	123	1326	San Bernardo Mixtepec	Oaxaca	San Bernardo Mixtepec (Oaxaca)
32	31	1327	Monte Escobedo	Zacatecas	Monte Escobedo (Zacatecas)
17	24	1328	Tlaltizapán de Zapata	Morelos	Tlaltizapán de Zapata (Morelos)
7	47	1329	Jitotol	Chiapas	Jitotol (Chiapas)
14	10	1330	Atemajac de Brizuela	Jalisco	Atemajac de Brizuela (Jalisco)
31	33	1331	Halachó	Yucatán	Halachó (Yucatán)
31	68	1332	Sinanché	Yucatán	Sinanché (Yucatán)
20	52	1333	Magdalena Tequisistlán	Oaxaca	Magdalena Tequisistlán (Oaxaca)
20	223	1334	San Juan Yatzona	Oaxaca	San Juan Yatzona (Oaxaca)
29	22	1335	Acuamanala de Miguel Hidalgo	Tlaxcala	Acuamanala de Miguel Hidalgo (Tlaxcala)
16	30	1336	Ecuandureo	Michoacán	Ecuandureo (Michoacán de Ocampo)
20	323	1337	San Pedro Ocotepec	Oaxaca	San Pedro Ocotepec (Oaxaca)
20	9	1338	Ayotzintepec	Oaxaca	Ayotzintepec (Oaxaca)
11	7	1339	Celaya	Guanajuato	Celaya (Guanajuato)
20	61	1340	Monjas	Oaxaca	Monjas (Oaxaca)
26	22	1341	Cucurpe	Sonora	Cucurpe (Sonora)
21	27	1342	Caltepec	Puebla	Caltepec (Puebla)
30	181	1343	Tlalixcoyan	Veracruz	Tlalixcoyan (Veracruz de Ignacio de la Llave)
10	23	1344	Pueblo Nuevo	Durango	Pueblo Nuevo (Durango)
20	502	1345	Santiago Zacatepec	Oaxaca	Santiago Zacatepec (Oaxaca)
24	39	1346	Tampamolón Corona	San Luis Potosí	Tampamolón Corona (San Luis Potosí)
14	44	1347	Ixtlahuacán de los Membrillos	Jalisco	Ixtlahuacán de los Membrillos (Jalisco)
13	12	1348	Atotonilco el Grande	Hidalgo	Atotonilco el Grande (Hidalgo)
4	4	1349	Champotón	Campeche	Champotón (Campeche)
21	210	1350	Zapotitlán de Méndez	Puebla	Zapotitlán de Méndez (Puebla)
21	67	1351	Guadalupe Victoria	Puebla	Guadalupe Victoria (Puebla)
15	108	1352	Tultepec	México	Tultepec (México)
17	16	1353	Ocuituco	Morelos	Ocuituco (Morelos)
23	3	1354	Isla Mujeres	Quintana Roo	Isla Mujeres (Quintana Roo)
20	472	1355	Santiago Laollaga	Oaxaca	Santiago Laollaga (Oaxaca)
29	50	1356	San Francisco Tetlanohcan	Tlaxcala	San Francisco Tetlanohcan (Tlaxcala)
30	78	1357	Ixcatepec	Veracruz	Ixcatepec (Veracruz de Ignacio de la Llave)
25	16	1358	San Ignacio	Sinaloa	San Ignacio (Sinaloa)
14	62	1359	Mixtlán	Jalisco	Mixtlán (Jalisco)
5	3	1360	Allende	Coahuila	Allende (Coahuila de Zaragoza)
8	26	1361	Gran Morelos	Chihuahua	Gran Morelos (Chihuahua)
30	14	1362	Amatlán de los Reyes	Veracruz	Amatlán de los Reyes (Veracruz de Ignacio de la Llave)
15	51	1363	Lerma	México	Lerma (México)
21	68	1364	Hermenegildo Galeana	Puebla	Hermenegildo Galeana (Puebla)
12	52	1365	San Luis Acatlán	Guerrero	San Luis Acatlán (Guerrero)
31	67	1366	Seyé	Yucatán	Seyé (Yucatán)
20	329	1367	San Pedro Teozacoalco	Oaxaca	San Pedro Teozacoalco (Oaxaca)
20	537	1368	Silacayoápam	Oaxaca	Silacayoápam (Oaxaca)
14	31	1369	Chimaltitán	Jalisco	Chimaltitán (Jalisco)
26	50	1370	Rayón	Sonora	Rayón (Sonora)
14	109	1371	Unión de San Antonio	Jalisco	Unión de San Antonio (Jalisco)
32	10	1372	Fresnillo	Zacatecas	Fresnillo (Zacatecas)
6	10	1373	Villa de Álvarez	Colima	Villa de Álvarez (Colima)
21	134	1374	San Matías Tlalancaleca	Puebla	San Matías Tlalancaleca (Puebla)
20	88	1375	San Andrés Cabecera Nueva	Oaxaca	San Andrés Cabecera Nueva (Oaxaca)
12	9	1376	Atlamajalcingo del Monte	Guerrero	Atlamajalcingo del Monte (Guerrero)
20	164	1377	San Jorge Nuchita	Oaxaca	San Jorge Nuchita (Oaxaca)
12	61	1378	Tixtla de Guerrero	Guerrero	Tixtla de Guerrero (Guerrero)
31	27	1379	Dzidzantún	Yucatán	Dzidzantún (Yucatán)
7	73	1380	Rayón	Chiapas	Rayón (Chiapas)
19	30	1381	Iturbide	Nuevo León	Iturbide (Nuevo León)
21	147	1382	Santa Inés Ahuatempan	Puebla	Santa Inés Ahuatempan (Puebla)
7	110	1383	San Lucas	Chiapas	San Lucas (Chiapas)
12	77	1384	Marquelia	Guerrero	Marquelia (Guerrero)
24	10	1385	Ciudad del Maíz	San Luis Potosí	Ciudad del Maíz (San Luis Potosí)
20	373	1386	Santa Catarina Zapoquila	Oaxaca	Santa Catarina Zapoquila (Oaxaca)
20	24	1387	Cuyamecalco Villa de Zaragoza	Oaxaca	Cuyamecalco Villa de Zaragoza (Oaxaca)
21	48	1388	Chiautzingo	Puebla	Chiautzingo (Puebla)
30	194	1389	Villa Aldama	Veracruz	Villa Aldama (Veracruz de Ignacio de la Llave)
20	453	1390	Santiago Astata	Oaxaca	Santiago Astata (Oaxaca)
21	138	1391	San Nicolás de los Ranchos	Puebla	San Nicolás de los Ranchos (Puebla)
31	13	1392	Conkal	Yucatán	Conkal (Yucatán)
7	17	1393	Cintalapa	Chiapas	Cintalapa (Chiapas)
30	114	1394	Nautla	Veracruz	Nautla (Veracruz de Ignacio de la Llave)
21	178	1395	Tlacuilotepec	Puebla	Tlacuilotepec (Puebla)
22	10	1396	Landa de Matamoros	Querétaro	Landa de Matamoros (Querétaro)
32	39	1397	Río Grande	Zacatecas	Río Grande (Zacatecas)
20	77	1398	Reyes Etla	Oaxaca	Reyes Etla (Oaxaca)
7	99	1399	La Trinitaria	Chiapas	La Trinitaria (Chiapas)
21	13	1400	Altepexi	Puebla	Altepexi (Puebla)
30	156	1401	Tatatila	Veracruz	Tatatila (Veracruz de Ignacio de la Llave)
15	53	1402	Melchor Ocampo	México	Melchor Ocampo (México)
8	32	1403	Hidalgo del Parral	Chihuahua	Hidalgo del Parral (Chihuahua)
12	24	1404	Cualác	Guerrero	Cualác (Guerrero)
31	48	1405	Maxcanú	Yucatán	Maxcanú (Yucatán)
28	22	1406	Matamoros	Tamaulipas	Matamoros (Tamaulipas)
20	264	1407	San Miguel Chicahua	Oaxaca	San Miguel Chicahua (Oaxaca)
29	2	1408	Apetatitlán de Antonio Carvajal	Tlaxcala	Apetatitlán de Antonio Carvajal (Tlaxcala)
13	15	1409	Cardonal	Hidalgo	Cardonal (Hidalgo)
24	35	1410	Soledad de Graciano Sánchez	San Luis Potosí	Soledad de Graciano Sánchez (San Luis Potosí)
30	56	1411	Chiconamel	Veracruz	Chiconamel (Veracruz de Ignacio de la Llave)
31	62	1412	Sacalum	Yucatán	Sacalum (Yucatán)
12	7	1413	Arcelia	Guerrero	Arcelia (Guerrero)
20	461	1414	Santiago del Río	Oaxaca	Santiago del Río (Oaxaca)
20	112	1415	San Baltazar Chichicápam	Oaxaca	San Baltazar Chichicápam (Oaxaca)
31	31	1416	Dzoncauich	Yucatán	Dzoncauich (Yucatán)
20	564	1417	Yutanduchi de Guerrero	Oaxaca	Yutanduchi de Guerrero (Oaxaca)
20	74	1418	Santa Catarina Quioquitani	Oaxaca	Santa Catarina Quioquitani (Oaxaca)
21	44	1419	Cuyoaco	Puebla	Cuyoaco (Puebla)
26	2	1420	Agua Prieta	Sonora	Agua Prieta (Sonora)
32	33	1421	Moyahua de Estrada	Zacatecas	Moyahua de Estrada (Zacatecas)
14	67	1422	Puerto Vallarta	Jalisco	Puerto Vallarta (Jalisco)
20	330	1423	San Pedro Teutila	Oaxaca	San Pedro Teutila (Oaxaca)
14	27	1424	Cuautitlán de García Barragán	Jalisco	Cuautitlán de García Barragán (Jalisco)
16	65	1425	Paracho	Michoacán	Paracho (Michoacán de Ocampo)
27	4	1426	Centro	Tabasco	Centro (Tabasco)
20	476	1427	Santiago Miltepec	Oaxaca	Santiago Miltepec (Oaxaca)
20	64	1428	Nejapa de Madero	Oaxaca	Nejapa de Madero (Oaxaca)
20	507	1429	Santo Domingo Armenta	Oaxaca	Santo Domingo Armenta (Oaxaca)
17	6	1430	Cuautla	Morelos	Cuautla (Morelos)
15	8	1431	Amatepec	México	Amatepec (México)
13	79	1432	Xochicoatlán	Hidalgo	Xochicoatlán (Hidalgo)
14	68	1433	Villa Purificación	Jalisco	Villa Purificación (Jalisco)
25	6	1434	Culiacán	Sinaloa	Culiacán (Sinaloa)
