"gid"	"nombre"	"nombre_dec"	"tipo"	"entidad"	"fecha_dec"	"cat_orig"	"cat_dec"	"sub_catego"	"supha_dec"	"ha_orig"	"area_orig"	"perim_orig"	"mun_orig"	"mun_dec"	"mun_2010"	"fuente"	"decretos"	"cov_"	"cov_id"	"maxsimptol"	"minsimptol"	"anpestid"
"474"	"La Sabana"	""	"Estatal"	"Oaxaca"	"14/4/2007"	"Reserva Estatal"	"Reserva Ecológica Estatal"	"Sin dato"	"2050.0000"	"2044.7090"	"20447090.1920"	"31296.0890"	"San Juan Cotzocón"	"San Juan Cotzocón"	"San Juan Cotzocón"	"Gobierno del  Estado"	"1"	"473"	"474"	"50.00000000000"	"50.00000000000"	"477"
"475"	"Cerro del Fortín"	""	"Estatal"	"Oaxaca"	"30/10/2004"	"Parque Estatal"	"Parque Estatal"	"Sin dato"	"87.9900"	"90.4650"	"904653.6750"	"6244.9200"	"Oaxaca de Juárez"	"Oaxaca de Juárez"	"Oaxaca de Juárez"	"Gobierno del  Estado"	"1"	"474"	"475"	"50.00000000000"	"50.00000000000"	"478"
"476"	"Parque Ecológico Regional del Istmo"	""	"Estatal"	"Oaxaca"	"17/6/2000"	"Reserva Ecológica"	"Parque Estatal"	"Sin dato"	"30.4200"	"37.5620"	"375619.1970"	"2636.6540"	"El Espinal"	"Juchitán, El Espinal"	"El Espinal"	"Gobierno del  Estado"	"1"	"475"	"476"	"50.00000000000"	"50.00000000000"	"479"
"477"	"Cerro Ta-mme"	"Cerro Ta-Mee"	"Estatal"	"Oaxaca"	"27/9/1997"	"Parque Estatal"	"Parque Estatal"	"Sin dato"	"20.0600"	"20.1040"	"201043.3720"	"2555.0310"	"San Juan Bautista Cuicatlán"	"San Juan Bautista Cuicatlán"	"San Juan Bautista Cuicatlán"	"Gobierno del  Estado"	"1"	"476"	"477"	"50.00000000000"	"50.00000000000"	"480"
"478"	"Hierve El Agua"	""	"Estatal"	"Oaxaca"	"6/12/1997"	"Parque Estatal"	"Parque Estatal"	"Sin dato"	"4125.1000"	"4124.9850"	"41249847.4350"	"24204.6550"	"San Lorenzo Albarradas"	"San Lorenzo Albarradas"	"San Dionisio Ocotepec, San Juan del Río, San Lorenzo Albarradas"	"Gobierno del  Estado"	"1"	"477"	"478"	"50.00000000000"	"50.00000000000"	"481"
"479"	"Cerro Zapotecas"	"Cerro Zapotecas"	"Estatal"	"Puebla"	"26/11/2008"	"Sin dato"	"Parque Estatal"	"Sin dato"	"536.4300"	"536.4300"	"0.0000"	"0.0000"	"Sin dato"	"San Pedro Cholula"	"San Pedro Cholula"	"Gobierno del  Estado"	"1"	"478"	"479"	"50.00000000000"	"50.00000000000"	"482"
"484"	"Cascadas de Reforma"	""	"Estatal"	"Tabasco"	"23/11/2002"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"5748.3500"	"0.0000"	"0.0000"	"0.0000"	"Sin dato"	"Balancán"	"Balancán"	"Gobierno del  Estado"	"1"	"483"	"484"	"50.00000000000"	"50.00000000000"	"487"
"480"	"Parque Estatal Humedal de Valsequillo"	"Humedal de Valsequillo"	"Estatal"	"Puebla"	"11/4/2012"	"Sin dato"	"Parque Estatal"	"Sin dato"	"13784.3420"	"13784.3420"	"0.0000"	"0.0000"	"Sin dato"	"Puebla"	"Cuautinchán, Ocoyucan, Puebla, Tzicatlacoyan"	"Gobierno del  Estado"	"1"	"479"	"480"	"50.00000000000"	"0.00305175781"	"483"
"481"	"Reserva Estatal Sierra del Tentzo"	"Sierra del Tentzo"	"Estatal"	"Puebla"	"29/4/2011"	"Sin dato"	"Reserva Estatal"	"Sin dato"	"57815.2810"	"57815.3010"	"0.0000"	"0.0000"	"Sin dato"	"Atlixco, Atoyatempan, Huaquechula, Huatlatlauca, Huehuetlán El Grande, Molcaxac, Ocoyucan, Puebla, San Diego La Mesa Tochimiltzingo, San Juan Atzompa, Teopantlán, Tepeojuma, Tzicatlacoyan"	"Atlixco, Atoyatempan, Huaquechula, Huatlatlauca, Huehuetlán El Grande, Molcaxac, Ocoyucan, Puebla, San Diego La Mesa Tochimiltzingo, San Juan Atzompa, Teopantlán, Tepeojuma, Tzicatlacoyan, Zacalapa"	"Gobierno del  Estado"	"1"	"480"	"481"	"50.00000000000"	"0.00305175781"	"484"
"482"	"Agua Blanca"	""	"Estatal"	"Tabasco"	"19/12/1987"	"Sin dato"	"Parque Estatal"	"Sin dato"	"2025.0000"	"0.0000"	"0.0000"	"0.0000"	"Sin dato"	"Macuspana"	"Macuspana"	"Gobierno del  Estado"	"1"	"481"	"482"	"50.00000000000"	"50.00000000000"	"485"
"483"	"Río Playa"	""	"Estatal"	"Tabasco"	"29/9/2004"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"711.0000"	"0.0000"	"0.0000"	"0.0000"	"Sin dato"	"Comalcalco"	"Centla, Jalpa de Méndez"	"Gobierno del  Estado"	"1"	"482"	"483"	"50.00000000000"	"50.00000000000"	"486"
"488"	"Sierra de Tabasco"	""	"Estatal"	"Tabasco"	"24/2/1988"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"15113.2000"	"0.0000"	"0.0000"	"0.0000"	"Sin dato"	"Teapa, Tacotalpa"	"Tacotalpa"	"Gobierno del  Estado"	"1"	"487"	"488"	"50.00000000000"	"50.00000000000"	"491"
"489"	"Centro de Interpretación de la Naturaleza (Yumka)"	"Centro de Interpretación de la Naturaleza"	"Estatal"	"Tabasco"	"5/6/1993"	"Sin dato"	"Reserva Ecológica"	"Zona de amortiguamiento"	"1613.3244"	"0.0000"	"0.0000"	"0.0000"	"Sin dato"	"Centro"	"Centro"	"Gobierno del  Estado"	"2"	"488"	"489"	"50.00000000000"	"50.00000000000"	"492"
"490"	"Gruta del Cerro Coconá"	""	"Estatal"	"Tabasco"	"24/2/1988"	"Sin dato"	"Monumento Natural"	"Sin dato"	"442.0000"	"0.0000"	"4409110.2640"	"12050.8003"	"Sin dato"	"Teapa"	"Teapa"	"Gobierno del  Estado"	"1"	"489"	"490"	"50.00000000000"	"50.00000000000"	"493"
"491"	"Parque Ecológico de la Chontalpa"	""	"Estatal"	"Tabasco"	"8/2/1995"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"277.0000"	"0.0000"	"84429.2574"	"1345.7994"	"Sin dato"	"Cárdenas"	"Cárdenas"	"Gobierno del  Estado"	"1"	"490"	"491"	"50.00000000000"	"50.00000000000"	"494"
"492"	"Parque Ecológico de la Chontalpa"	""	"Estatal"	"Tabasco"	"8/2/1995"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"277.0000"	"0.0000"	"88631.4655"	"1268.0453"	"Sin dato"	"Cárdenas"	"Cárdenas"	"Gobierno del  Estado"	"1"	"491"	"492"	"50.00000000000"	"50.00000000000"	"495"
"493"	"Parque Ecológico de la Chontalpa"	""	"Estatal"	"Tabasco"	"8/2/1995"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"277.0000"	"0.0000"	"1079211.4706"	"4736.2043"	"Sin dato"	"Cárdenas"	"Cárdenas"	"Gobierno del  Estado"	"1"	"492"	"493"	"50.00000000000"	"50.00000000000"	"496"
"494"	"Parque Ecológico de la Chontalpa"	""	"Estatal"	"Tabasco"	"8/2/1995"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"277.0000"	"0.0000"	"371728.8733"	"2514.5315"	"Sin dato"	"Cárdenas"	"Cárdenas"	"Gobierno del  Estado"	"1"	"493"	"494"	"50.00000000000"	"50.00000000000"	"497"
"495"	"Parque Ecológico de la Chontalpa"	""	"Estatal"	"Tabasco"	"8/2/1995"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"277.0000"	"0.0000"	"345674.1734"	"3071.9417"	"Sin dato"	"Cárdenas"	"Cárdenas"	"Gobierno del  Estado"	"1"	"494"	"495"	"50.00000000000"	"50.00000000000"	"498"
"496"	"Parque Ecológico Laguna La Lima"	""	"Estatal"	"Tabasco"	"8/2/1995"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"36.2797"	"0.0000"	"461359.3659"	"3087.7235"	"Sin dato"	"Nacajuca"	"Centro, Nacajuca"	"Gobierno del  Estado"	"1"	"496"	"497"	"50.00000000000"	"50.00000000000"	"499"
"531"	"San Juan Bautista Tabi y Anexa Zac Nicte"	""	"Estatal"	"Yucatán"	"7/6/1994"	"Reserva Estatal"	"ANP de Valor Escénico Histórico y Cultural"	"Sin dato"	"1164.1000"	"1420.0750"	"0.0000"	"0.0000"	"Sin dato"	"Ticul"	"Oxkutzcab, Ticul"	"CIBIOGEM"	"1"	"531"	"532"	"50.00000000000"	"50.00000000000"	"500"
"497"	"Sierra de Tabasco"	""	"Estatal"	"Tabasco"	"24/2/1988"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"15113.2000"	"7369.1970"	"73691973.6900"	"60434.1430"	"Sin dato"	"Teapa, Tacotalpa"	"Amatán, Tacotalpa, Teapa"	"Gobierno del  Estado"	"1"	"497"	"498"	"50.00000000000"	"50.00000000000"	"501"
"498"	"Sistema Presas A. L. Rodríguez y El Molinito"	"Abelardo Rodríguez Luján el Molinito"	"Estatal"	"Sonora"	"3/2/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"28185.2183"	"26618.4390"	"266184388.2360"	"92847.9540"	"Sin dato"	"Hermosillo"	"Hermosillo"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"498"	"499"	"50.00000000000"	"50.00000000000"	"502"
"506"	"Arroyo Moreno"	""	"Estatal"	"Veracruz"	"25/11/1999"	"Sin dato"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"287.0900"	"249.6814"	"0.0000"	"0.0000"	"Boca del Río y Medellín"	"Boca del  Río"	"Boca del Río, Medellín"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"506"	"507"	"50.00000000000"	"50.00000000000"	"510"
"499"	"Soldado"	"El Soldado"	"Estatal"	"Sonora"	"18/5/2006"	"Sin dato"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"322.0140"	"322.0000"	"0.0000"	"12165.9650"	"Sin dato"	"Guaymas"	"Hermosillo"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"499"	"500"	"50.00000000000"	"50.00000000000"	"503"
"500"	"Arivechi"	"Arivechi - Cerro Las Conchas"	"Estatal"	"Sonora"	"6/3/2000"	"Sin dato"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"72300.0000"	"0.0000"	"72.0000"	"0.0000"	"Sin dato"	"Arivechi"	"Arivechi, Sahuaripa"	"Red Nacional de Sistemas Estatales de ANP"	"0"	"500"	"501"	"50.00000000000"	"50.00000000000"	"504"
"501"	"Altas Cumbres"	""	"Estatal"	"Tamaulipas"	"19/11/1997"	"Zona Especial Sujeta a Conservación Ecológica"	"Zona Especial Sujeta a Conservación Ecológica"	"Sin dato"	"30327.8500"	"31542.3630"	"315423634.1207"	"75519.1173"	"Sin dato"	"Victoria"	"Jaumave, Victoria"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"501"	"502"	"50.00000000000"	"50.00000000000"	"505"
"502"	"El Cielo"	""	"Estatal"	"Tamaulipas"	"13/7/1985"	"Reserva de la Biosfera"	"Reserva de la Biosfera"	"Sin dato"	"144530.5100"	"138768.0450"	"1387680450.0000"	"188658.6965"	"Sin dato"	"Gomez Farías, Ocampo, Llera, Jaumave"	"Gómez Farías, Jaumave, Llera, Ocampo, Victoria, Xicoténcatl"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"502"	"503"	"50.00000000000"	"50.00000000000"	"506"
"503"	"Bernal de Horcasitas"	"Cerro del Bernal o Bernal de Horcasitas"	"Estatal"	"Tamaulipas"	"30/8/1997"	"Monumento Natural"	"Monumento Natural"	"Sin dato"	"18204.5119"	"15677.2850"	"156772852.9757"	"57725.0353"	"Sin dato"	"González"	"González"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"503"	"504"	"50.00000000000"	"50.00000000000"	"507"
"504"	"Parras de la Fuente"	"Colonia Parras de la Fuente"	"Estatal"	"Tamaulipas"	"8/7/1992"	"Sin dato"	"Área Protegida Ecológica"	"Sin dato"	"21948.6900"	"21948.8180"	"219488175.0000"	"80669.2666"	"Sin dato"	"Abasolo"	"Abasolo, Casas, Jiménez, Soto la Marina"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"504"	"505"	"50.00000000000"	"50.00000000000"	"508"
"505"	"Laguna la Escondida"	""	"Estatal"	"Tamaulipas"	"31/5/1997"	"Sin dato"	"Parque Urbano"	"Sin dato"	"320.3700"	"220.2870"	"2202875.0000"	"9025.2070"	"Sin dato"	"Reynosa"	"Reynosa"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"505"	"506"	"50.00000000000"	"50.00000000000"	"509"
"507"	"Cerro de la Galaxia"	""	"Estatal"	"Veracruz"	"12/2/1991"	"Sin dato"	"Área de Conservación Ecológica"	"Sin dato"	"40.1100"	"36.3368"	"0.0000"	"0.0000"	"Xalapa"	"Banderilla"	"Xalapa"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"507"	"508"	"50.00000000000"	"50.00000000000"	"511"
"508"	"Cerro de las Culebras"	""	"Estatal"	"Veracruz"	"5/5/1992"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"39.2800"	"35.2481"	"0.0000"	"0.0000"	"Coatepec"	"Coatepec"	"Coatepec"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"508"	"509"	"50.00000000000"	"50.00000000000"	"512"
"509"	"Ciénaga del Fuerte"	"Ciénega del Fuerte"	"Estatal"	"Veracruz"	"26/11/1999"	"Sin dato"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"4269.5000"	"3999.7940"	"0.0000"	"0.0000"	"Tecolutla y San Rafael"	"Tecolutla"	"San Rafael, Tecolutla"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"509"	"510"	"50.00000000000"	"50.00000000000"	"513"
"510"	"Francisco Javier Clavijero"	"Parque Francisco Javier Clavijero"	"Estatal"	"Veracruz"	"27/11/1976"	"Sin dato"	"Parque Ecológico"	"Sin dato"	"76.9400"	"76.6100"	"0.0000"	"0.0000"	"Xalapa, Coatepec y Tlalnelhuayocan"	"Xalapa"	"Coatepec, Tlalnelhuayocan, Xalapa"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"510"	"511"	"50.00000000000"	"50.00000000000"	"514"
"511"	"Macuiltepetl"	"Cerro Macuiltépetl"	"Estatal"	"Veracruz"	"28/11/1978"	"Sin dato"	"Parque Ecológico"	"Sin dato"	"0.0310"	"28.6214"	"0.0000"	"0.0000"	"Xalapa"	"Jalapa"	"Xalapa"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"511"	"512"	"50.00000000000"	"50.00000000000"	"515"
"512"	"Médano del Perro"	"El Médano del Perro"	"Estatal"	"Veracruz"	"27/11/1986"	"Sin dato"	"Parque Ecológico"	"Sin dato"	"1.9170"	"5.3719"	"0.0000"	"0.0000"	"Veracruz"	"Veracruz"	"Veracruz"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"512"	"513"	"50.00000000000"	"50.00000000000"	"516"
"532"	"Kabah"	""	"Estatal"	"Yucatán"	"9/6/1993"	"Reserva Estatal"	"Parque Estatal"	"Sin dato"	"949.7600"	"996.1670"	"0.0000"	"0.0000"	"Sin dato"	"Santa Elena"	"Santa Elena"	"CIBIOGEM"	"1"	"532"	"533"	"50.00000000000"	"25.00000000000"	"517"
"533"	"Lagunas de Yalahau"	""	"Estatal"	"Yucatán"	"8/6/1999"	"Reserva Estatal"	"Parque Estatal"	"Sin dato"	"5683.2800"	"5419.6930"	"0.0000"	"0.0000"	"Sin dato"	"Homún, Tekit, Huhi"	"Homún, Huhí, Sotuta, Tekit"	"CIBIOGEM"	"1"	"533"	"534"	"50.00000000000"	"0.00152587891"	"518"
"600"	"Zona Occidental de Microcuencas"	""	"Municipal"	"Querétaro"	"22/9/2005"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"12043.0500"	"12043.0500"	"1580.3580"	"0.0000"	"Querétaro"	"Querétaro"	"Querétaro"	"CIBIOGEM"	"1"	"600"	"601"	"50.00000000000"	"50.00000000000"	"519"
"513"	"Metlac Río Blanco"	"Metlac-Río Blanco"	"Estatal"	"Veracruz"	"18/6/2013"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"31790.0000"	"31790.3571"	"0.0000"	"0.0000"	"Chocamán, Atzacan, Fortín, Ixtaczoquitlán, Amatlán los Reyes, Yanga, Cuichapa"	"Chocamán, Atzacan, Fortín, Ixtaczoquitlán, Rafael Delgado, Tlilalpan, Magdalena, Tequila, Zongolica, Omealca, Tezonapa"	"Amatlán de los Reyes, Atzacan, Chocamán, Coetzala, Cuichapa, Fortín, Ixtaczoquitlán, Magdalena, Naranjal, Omealca, Rafael Delgado, Tequila, Tezonapa, Tlilapan, Yanga, Zongolica"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"513"	"514"	"50.00000000000"	"50.00000000000"	"520"
"514"	"Molino de San Roque"	""	"Estatal"	"Veracruz"	"23/9/1986"	"Sin dato"	"Zona de Protección Ecológica"	"Sin dato"	"15.4200"	"16.3641"	"0.0000"	"0.0000"	"Xalapa"	"Xalapa"	"Xalapa"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"514"	"515"	"50.00000000000"	"50.00000000000"	"521"
"516"	"Río de Pancho Poza"	"Río Pancho Poza"	"Estatal"	"Veracruz"	"23/1/1992"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"56.9910"	"57.5403"	"0.0000"	"0.0000"	"Altotonga"	"Altotonga"	"Altotonga"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"516"	"517"	"50.00000000000"	"50.00000000000"	"523"
"517"	"Río Filobobos y su entorno"	""	"Estatal"	"Veracruz"	"11/8/1992"	"Sin dato"	"Área Natural Protegida"	"Sin dato"	"10528.3158"	"10528.3214"	"0.0000"	"0.0000"	"Atzalan y Tlapacoyan"	"Tlapacoyan, Atzalan"	"Atzalan, Jalacingo, Tlapacoyan"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"517"	"518"	"50.00000000000"	"50.00000000000"	"524"
"518"	"San Juan del Monte"	""	"Estatal"	"Veracruz"	"30/10/1980"	"Sin dato"	"Área Verde Reservada para Recreación y Educación Ecológica"	"Sin dato"	"609.6252"	"606.2855"	"0.0000"	"0.0000"	"Las Vigas de Ramírez"	"Rafael Ramírez"	"Las Vigas de Ramírez"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"518"	"519"	"50.00000000000"	"50.00000000000"	"525"
"519"	"Santuario del Loro Huasteco"	"Zona Ecológica Santuario del Loro Huasteco"	"Estatal"	"Veracruz"	"17/11/1999"	"Sin dato"	"Zona Sujeta a Conservación Ecológica y de Valor Escénico"	"Sin dato"	"68.6712"	"68.5857"	"0.0000"	"0.0000"	"Pánuco"	"Pánuco"	"Pánuco"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"519"	"520"	"50.00000000000"	"50.00000000000"	"526"
"538"	"Parque Ecologico Metropolitano"	""	"Estatal"	"Zacatecas"	"18/6/2014"	"Sin dato"	"Parque Estatal"	"Sin dato"	"100.0000"	"0.0000"	"0.0000"	"0.0000"	"Sin dato"	"Zacatecas, Guadalupe, Vetagrande"	"Vetagrande, Zacatecas"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"538"	"539"	"50.00000000000"	"50.00000000000"	"527"
"526"	"Cuxtal"	""	"Municipal"	"Yucatán"	"14/7/1993"	"Reserva Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"10757.0000"	"10578.8960"	"104759164.1100"	"87546.0110"	"Sin dato"	"Mérida"	"Kanasín, Mérida, Timucuy, Umán"	"CIBIOGEM"	"1"	"526"	"527"	"50.00000000000"	"0.39062500000"	"534"
"520"	"Sierra de Otontepec"	""	"Estatal"	"Veracruz"	"2/3/2005"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"15152.0000"	"15152.2643"	"0.0000"	"0.0000"	"Tancoco, Citlaltépetl, Tantima, Chontla, Ixcatepec, Tepetzintla, Cerro Azul, Chicontepec"	"Cerro Azul, Citlaltépetl, Chicontepec, Chontla, Ixcatepec, Tantima, Tancoco, Tepetzintla"	"Cerro Azul, Chicontepec, Chontla, Citlaltépetl, Ixcatepec, Tancoco, Tantima, Tepetzintla"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"520"	"521"	"50.00000000000"	"50.00000000000"	"528"
"521"	"Tejar Garnica"	""	"Estatal"	"Veracruz"	"23/9/1986"	"Sin dato"	"Zona de Protección Ecológica"	"Sin dato"	"95.5724"	"116.8232"	"0.0000"	"0.0000"	"Xalapa"	"Jalapa"	"Xalapa"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"521"	"522"	"50.00000000000"	"50.00000000000"	"529"
"522"	"Tembladeras Laguna Olmeca"	""	"Estatal"	"Veracruz"	"3/10/2011"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"346.0820"	"346.9584"	"0.0000"	"0.0000"	"Veracruz"	"Veracruz"	"Veracruz"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"522"	"523"	"50.00000000000"	"50.00000000000"	"530"
"523"	"La Martinica"	""	"Estatal"	"Veracruz"	"16/6/2010"	"Sin dato"	"Reserva Ecológica"	"Sin dato"	"52.3620"	"50.1457"	"0.0000"	"0.0000"	"Banderilla y Rafael Lucio"	"Banderilla"	"Banderilla, Rafael Lucio"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"523"	"524"	"50.00000000000"	"50.00000000000"	"531"
"524"	"El Palmar"	""	"Estatal"	"Yucatán"	"28/4/2010"	"Reserva Estatal y Sitio Ramsar"	"Reserva Estatal"	"Sin dato"	"47931.4500"	"47931.4530"	"479594688.7440"	"106588.5190"	"Sin dato"	"Celestún, Hunucmá"	"Celestún, Hunucmá, Tetiz"	"CIBIOGEM"	"3"	"524"	"525"	"50.00000000000"	"0.09765625000"	"532"
"601"	"Zona Occidental de Microcuencas"	""	"Municipal"	"Querétaro"	"22/9/2005"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"12043.0500"	"12043.0500"	"9729.2400"	"0.0000"	"Querétaro"	"Querétaro"	"Querétaro"	"CIBIOGEM"	"1"	"601"	"602"	"50.00000000000"	"50.00000000000"	"533"
"527"	"Dzilam"	""	"Estatal"	"Yucatán"	"29/12/2005"	"Reserva Estatal y Sitio Ramsar"	"Reserva Estatal"	"Sin dato"	"69039.2900"	"69027.4530"	"0.0000"	"0.0000"	"Sin dato"	"Dzilam de Bravo, San Felipe"	"Dzilam de Bravo, Dzilam González, Panabá, San Felipe"	"CIBIOGEM"	"2"	"527"	"528"	"50.00000000000"	"0.00152587891"	"535"
"528"	"Geohidrológica Anillo de Cenotes"	"Anillo de Cenotes"	"Estatal"	"Yucatán"	"12/12/2013"	"Reserva Estatal"	"Reserva Estatal"	"Sin dato"	"219207.8300"	"0.0000"	"0.0000"	"0.0000"	"Sin dato"	"Seyé, Acanceh, Timucuy, Homún, Cuzamá, Tecoh, Tekit, Tahmek, Hoctún, Xocchel, Hocabá, Sanahcat, Huhí"	"Abalá, Acanceh, Bokobá, Cacalchén, Chapab, Chumayel, Cuzamá, Hocabá, Hoctún, Homún, Huhí, Izamal, Kanasín, Kantunil, Mama, Mayapán, Mérida, Sacalum, Sanahcat, Seyé, Sotuta, Tahmek, Tecoh, Tekit, Timucuy, Tixkokob,Tixpéhual,Xocchel"	"CIBIOGEM"	"2"	"528"	"529"	"50.00000000000"	"0.00152587891"	"536"
"534"	"Kaxil Kiuic"	"Reserva Biocultural Helen Moyers (Kaxil Kiuik)"	"Privado"	"Yucatán"	"1/1/2003"	"Reserva Privada"	"Reserva Biocultural"	"Sin dato"	"1650.0000"	"0.0000"	"0.0000"	"0.0000"	"Sin dato"	"Oxkutzcab"	"Hopelchén, Oxkutzcab, Santa Elena"	"CIBIOGEM"	"0"	"534"	"535"	"50.00000000000"	"0.04882812500"	"537"
"535"	"Benito Juárez"	"Acuífero Benito Juárez"	"Estatal"	"Zacatecas"	"5/12/2009"	"Sin dato"	"Parque Estatal"	"Sin dato"	"50000.0000"	"0.0000"	"0.0000"	"0.0000"	"Sin dato"	"Jerez, Zacatecas, Guadalupe"	"Genaro Codina, Guadalupe, Jerez, Villanueva, Zacatecas"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"535"	"536"	"50.00000000000"	"50.00000000000"	"538"
"536"	"El Cedral"	""	"Estatal"	"Zacatecas"	"7/3/2001"	"Sin dato"	"Zona de Preservación Ecológica de los Centros de Población"	"Sin dato"	"1000.0000"	"0.0000"	"0.0000"	"0.0000"	"Sin dato"	"Cuauhtémoc"	"Cuauhtémoc, Genaro Codina"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"536"	"537"	"50.00000000000"	"50.00000000000"	"539"
"546"	"La Ciénega"	""	"Estatal"	"Tlaxcala"	"6/7/1994"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Conservación Ecológica"	"Sin dato"	"43.0000"	"42.5842"	"425858.0000"	"5280.2400"	"Sin dato"	"Apizaco"	"Apizaco, Tzompantepec"	"Participación Ambiental"	"1"	"546"	"547"	"50.00000000000"	"50.00000000000"	"549"
"547"	"Rancho Teometitla"	""	"Estatal"	"Tlaxcala"	"13/8/1997"	"Zona Sujeta a Conservación Ecológica"	"Zona Sujeta a Reserva Ecológica"	"Sin dato"	"43.0000"	"48.2289"	"482307.0000"	"4243.7500"	"Sin dato"	"Terrenate"	"Terrenate, Tetla de la Solidaridad"	"Participación Ambiental"	"1"	"547"	"548"	"50.00000000000"	"50.00000000000"	"550"
"548"	"Laguna la Vega Escondida"	"La Vega Escondida"	"Municipal"	"Tamaulipas"	"12/11/2003"	"Sin dato"	"Zona Especial Sujeta a Conservación Ecológica"	"Sin dato"	"2217.0000"	"1235.0510"	"12350510.4475"	"20738.6952"	"Sin dato"	"Tampico"	"Altamira, Tampico"	"Red Nacional de Sistemas Estatales de ANP"	"1"	"548"	"549"	"50.00000000000"	"50.00000000000"	"551"
"569"	"Cuevas del Viento y de la Fertilidad"	"Cuevas Sagradas del Viento y de la Fertilidad"	"Estatal"	"San Luis Potosí"	"15/3/2001"	"Sitio Sagrado Natural"	"Monumento Natural"	"Sin dato"	"8.0287"	"8.0000"	"80000.0000"	"1200.0000"	"Sin dato"	"Huehuetlán"	"Huehuetlán"	"CIBIOGEM"	"1"	"569"	"570"	"50.00000000000"	"50.00000000000"	"574"
"529"	"Biocultural del Puuc"	"Reserva Estatal Biocultural del Puuc"	"Estatal"	"Yucatán"	"1/11/2011"	"Reserva Estatal"	"Reserva Estatal"	"Sin dato"	"135848.8530"	"135688.3170"	"1356883171.5490"	"433773.4380"	"Sin dato"	"Muna, Santa Elena, Oxkutzcab, Tekax, Ticul"	"Calkiní, Hopelchén, Maxcanú, Muna, Oxkutzcab, Santa Elena, Tekax, Ticul"	"CIBIOGEM"	"1"	"529"	"530"	"50.00000000000"	"0.04882812500"	"540"
"530"	"Ciénagas y Manglares de la Costa Norte"	""	"Estatal"	"Yucatán"	"31/5/2013"	"Reserva Estatal"	"Reserva Estatal"	"Sin dato"	"54776.7260"	"0.0000"	"0.0000"	"0.0000"	"Sin dato"	"Hunucmá, Ucú, Progreso, Ixil, Motul, Dzemul, Telchac Puerto, Sinanché, Yobaín, Dzidzantún, Dzilam de Bravo"	"Dzemul, Dzidzantún, Dzilam de Bravo, Hunucmá, Ixil, Motul, Progreso, Sinanché, Telchac Puerto, Ucú, Yobaín"	"CIBIOGEM"	"1"	"530"	"531"	"50.00000000000"	"0.00152587891"	"541"
